player_ID,Player,year_ID,Age,Tm,tm_gms,Tm_Net_Rtg,Pos,G,MP,MP_pct,PER,TS_pct,ThrPAr,FTr,ORB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG_pct,OWS,DWS,WS,WS40,Composite_Rating,Wins_Generated
thorner01w,Erin Thorn,2013,32,IND,34,0.5,G,6,67,4.9%,-0.1,.272,.500,.167,0.0,2.8,10.0,1.7,1.3,28.0,12.5,-0.2,0.0,-0.2,-.119,-8.5,-0.11
tolivkr01w,Kristi Toliver,2013,26,LAS,34,8.8,G,34,1019,74.1%,17.8,.555,.323,.210,2.2,5.1,18.4,2.2,0.4,13.1,22.1,3.0,1.2,4.2,.164,+2.4,3.70
hardili01w,Lindsey Harding,2013,29,LAS,34,8.8,G,33,1011,73.5%,15.0,.507,.072,.382,2.1,5.2,25.8,1.7,1.0,18.8,19.5,1.6,1.1,2.7,.106,+0.4,2.68
parkeca01w,Candace Parker,2013,27,LAS,34,8.8,F,31,889,64.7%,30.6,.559,.083,.408,6.2,17.9,23.9,2.3,4.8,12.5,28.9,4.1,2.5,6.5,.295,+8.0,5.67
ogwumnn01w,Nneka Ogwumike,2013,22,LAS,34,8.8,F,34,878,63.9%,27.3,.623,.015,.389,13.6,17.4,9.1,2.9,2.8,14.3,23.8,4.4,2.1,6.5,.298,+7.5,5.39
beardal01w,Alana Beard,2013,31,LAS,34,8.8,G-F,32,703,51.1%,10.5,.498,.043,.184,2.3,6.1,9.7,2.9,1.1,17.4,15.6,0.2,1.1,1.3,.075,-1.2,1.32
colemma01w,Marissa Coleman,2013,26,LAS,34,8.8,G-F,34,595,43.3%,11.7,.525,.370,.244,6.8,10.0,8.3,2.1,0.6,17.2,13.7,0.7,0.9,1.6,.105,-0.2,1.40
lavenja01w,Jantel Lavender,2013,24,LAS,34,8.8,C,34,571,41.5%,18.6,.541,.000,.175,10.8,16.0,5.3,1.7,2.9,14.0,20.9,1.2,1.1,2.3,.163,+2.5,2.10
hoffmeb01w,Ebony Hoffman,2013,30,LAS,34,8.8,F,33,412,30.0%,8.4,.451,.130,.083,4.3,9.2,11.9,2.0,2.0,16.4,14.7,0.0,0.7,0.7,.069,-1.7,0.67
oheaje01w,Jenna O'Hea,2013,26,LAS,34,8.8,F,29,398,28.9%,10.3,.609,.625,.234,3.8,7.4,10.9,1.3,1.1,19.4,10.0,0.7,0.4,1.2,.117,-0.2,0.95
mathiad01w,A'dia Mathies,2013,22,LAS,34,8.8,G,30,276,20.1%,6.0,.430,.235,.368,3.2,4.3,12.0,1.7,0.5,17.7,15.7,-0.1,0.2,0.1,.018,-3.5,0.21
abdifa01w,Farhiya Abdi,2013,21,LAS,34,8.8,F,17,122,8.9%,8.5,.429,.000,.308,4.1,5.8,11.2,0.8,0.6,8.3,17.9,0.1,0.1,0.2,.055,-2.1,0.18
moorema01w,Maya Moore,2013,24,MIN,34,12.2,F,34,1068,78.3%,27.9,.624,.347,.223,6.8,11.4,15.9,2.9,2.5,10.2,23.7,6.2,2.2,8.5,.317,+8.1,6.94
whaleli01w,Lindsay Whalen,2013,31,MIN,34,12.2,G,34,1005,73.6%,21.9,.540,.022,.339,2.7,8.6,31.9,1.4,0.2,13.7,24.4,4.0,1.2,5.3,.209,+4.3,4.62
brunsre01w,Rebekkah Brunson,2013,31,MIN,34,12.2,F,33,965,70.7%,19.5,.524,.003,.297,11.3,17.7,7.8,2.3,2.4,10.4,17.5,2.7,2.2,4.9,.202,+3.7,4.15
augusse01w,Seimone Augustus,2013,29,MIN,34,12.2,G,31,922,67.6%,21.5,.570,.167,.160,3.2,6.2,14.2,1.0,1.6,9.2,23.9,3.6,0.9,4.5,.197,+3.9,4.07
wrighmo01w,Monica Wright,2013,24,MIN,34,12.2,G,33,743,54.4%,13.7,.505,.152,.335,3.3,7.5,15.4,2.4,0.7,16.4,21.5,1.0,1.1,2.1,.111,+0.3,1.96
mccarja01w,Janel McCarville,2013,30,MIN,34,12.2,F-C,32,700,51.3%,17.0,.551,.086,.284,6.7,11.4,18.8,2.4,2.4,18.7,14.5,1.7,1.3,3.0,.174,+2.5,2.61
peterde01w,Devereaux Peters,2013,23,MIN,34,12.2,F,34,631,46.2%,12.8,.438,.000,.181,10.1,14.4,8.2,2.0,4.4,15.7,13.7,0.4,1.3,1.8,.112,+0.2,1.63
harriam01w,Amber Harris,2013,25,MIN,34,12.2,F,30,263,19.3%,8.9,.437,.194,.292,5.1,9.7,10.7,0.8,1.8,15.6,16.6,0.0,0.3,0.3,.052,-2.1,0.39
rodgesu01w,Sugar Rodgers,2013,23,MIN,34,12.2,G,28,212,15.5%,10.2,.412,.533,.117,6.4,11.0,9.1,3.7,3.4,16.0,16.0,-0.1,0.5,0.4,.082,-1.1,0.42
jarryra01w,Rachel Jarry,2013,21,MIN,34,12.2,F,27,184,13.5%,7.6,.563,.278,.250,4.7,6.0,8.2,1.4,1.8,24.5,13.0,0.1,0.2,0.3,.070,-1.8,0.29
mooreli01w,Lindsey Moore,2013,22,MIN,34,12.2,G,23,130,9.5%,5.2,.336,.387,.129,0.0,5.8,24.6,1.2,0.0,26.8,15.6,-0.3,0.1,-0.1,-.046,-5.3,-0.01
pondeca01w,Cappie Pondexter,2013,30,NYL,34,-9.6,G,30,1027,74.7%,14.6,.466,.217,.328,1.7,7.3,23.2,1.6,0.3,16.1,28.3,0.2,0.8,1.0,.038,-2.0,1.55
smithka01w,Katie Smith,2013,39,NYL,34,-9.6,G,34,904,65.7%,7.7,.478,.438,.163,1.1,3.9,11.6,1.4,0.5,16.5,12.9,0.2,0.3,0.5,.024,-3.5,0.67
pierspl01w,Plenette Pierson,2013,31,NYL,34,-9.6,F,32,883,64.2%,14.0,.448,.019,.292,8.1,11.7,18.2,1.0,1.8,16.0,25.0,-0.1,0.8,0.6,.028,-2.3,1.17
montgal01w,Alex Montgomery,2013,24,NYL,34,-9.6,G-F,34,782,56.9%,9.3,.440,.192,.116,5.2,12.6,13.1,1.5,0.8,19.5,16.8,-0.6,0.9,0.4,.018,-3.4,0.63
braxtka01w,Kara Braxton,2013,30,NYL,34,-9.6,C-F,34,740,53.8%,15.0,.504,.000,.207,13.1,17.0,11.0,1.6,1.5,20.7,22.5,0.1,1.0,1.1,.062,-1.3,1.37
boneke01w,Kelsey Bone,2013,21,NYL,34,-9.6,C,34,663,48.2%,12.7,.487,.005,.265,12.5,15.6,7.3,1.0,1.4,17.8,19.7,0.2,0.7,0.9,.056,-1.8,1.04
mitchle01w,Leilani Mitchell,2013,28,NYL,34,-9.6,G,34,633,46.0%,13.4,.573,.639,.263,3.2,6.3,18.0,2.2,0.5,18.6,12.9,1.2,0.5,1.7,.109,-0.3,1.46
willika01w,Kamiko Williams,2013,22,NYL,34,-9.6,G,34,453,32.9%,6.5,.355,.190,.058,4.0,9.0,12.2,2.8,1.4,19.5,15.2,-1.0,0.6,-0.4,-.032,-5.2,-0.03
youngto01w,Toni Young,2013,22,NYL,34,-9.6,F,31,344,25.0%,11.1,.493,.008,.148,7.9,9.4,8.2,1.4,2.3,16.7,20.3,0.0,0.3,0.3,.038,-2.6,0.42
miltode01w,DeLisha Milton-Jones,2013,38,NYL,34,-9.6,F,11,213,15.5%,10.9,.460,.152,.500,4.8,9.4,16.0,1.2,1.1,17.4,20.5,0.0,0.2,0.2,.039,-2.6,0.26
carsoes01w,Essence Carson,2013,26,NYL,34,-9.6,F-G,4,118,8.6%,19.4,.617,.075,.350,3.8,10.4,12.4,0.9,1.3,17.8,21.3,0.3,0.1,0.4,.145,+1.6,0.39
warleav01w,Avery Warley-Talbert,2013,26,NYL,34,-9.6,C,8,102,7.4%,10.9,.434,.000,.240,12.2,21.3,1.7,2.6,0.8,17.8,14.8,0.0,0.2,0.2,.069,-1.8,0.16
prahasa01w,Samantha Prahalis,2013,23,NYL,34,-9.6,G,3,8,0.6%,-7.9,,,,0.0,13.9,18.8,6.6,0.0,100.0,16.8,-0.1,0.0,-0.1,-.380,-16.8,-0.05
jeffeja01w,Chucky Jeffery,2013,22,NYL,34,-9.6,,2,6,0.4%,25.6,.347,.500,1.000,0.0,9.3,0.0,17.5,0.0,0.0,21.5,0.0,0.0,0.0,.247,+5.4,0.03
bonnede01w,DeWanna Bonner,2013,25,PHO,34,-0.7,G-F,34,1119,82.0%,18.4,.550,.426,.336,4.0,10.3,12.6,1.8,0.7,11.1,20.4,3.3,0.7,4.0,.144,+1.5,3.61
dupreca01w,Candice Dupree,2013,28,PHO,34,-0.7,F,32,1057,77.4%,18.7,.560,.008,.220,5.8,11.2,10.9,1.6,0.9,13.0,21.4,2.7,0.7,3.4,.129,+1.1,3.23
tauradi01w,Diana Taurasi,2013,31,PHO,34,-0.7,G,32,1032,75.6%,24.7,.611,.453,.485,2.2,7.5,36.1,1.1,1.1,17.9,28.5,5.3,0.3,5.6,.216,+4.5,4.83
gilbrbr01w,Briana Gilbreath-Butler,2013,22,PHO,34,-0.7,G,34,763,55.9%,8.8,.455,.336,.158,4.3,8.3,10.2,1.5,1.5,13.3,11.2,0.4,0.3,0.7,.039,-2.9,0.81
grinebr01w,Brittney Griner,2013,22,PHO,34,-0.7,C,27,699,51.2%,22.4,.591,.000,.348,6.7,14.2,7.7,0.9,8.6,14.0,21.8,2.0,1.1,3.1,.175,+3.0,2.77
houstch01w,Charde Houston,2013,27,PHO,34,-0.7,F,34,586,42.9%,7.5,.466,.256,.231,4.3,7.6,12.7,1.5,1.5,20.7,21.0,-0.6,0.2,-0.3,-.023,-4.8,0.09
thomakr01w,Krystal Thomas,2013,24,PHO,34,-0.7,C,34,477,35.0%,6.2,.509,.000,.484,10.4,17.0,2.2,0.9,2.6,29.2,10.4,-0.2,0.5,0.3,.027,-3.7,0.32
hornbal01w,Alexis Hornbuckle,2013,27,PHO,34,-0.7,G,30,373,27.3%,4.4,.433,.391,.326,3.1,7.9,15.9,1.5,0.6,26.5,17.4,-0.6,0.1,-0.5,-.054,-6.1,-0.19
kizerly01w,Lynetta Kizer,2013,23,PHO,34,-0.7,F,27,266,19.5%,7.0,.472,.014,.203,10.0,12.4,3.7,2.1,1.4,21.8,16.4,-0.2,0.2,0.0,.007,-4.1,0.13
jamesja01w,Jasmine James,2013,21,PHO,34,-0.7,G,16,190,13.9%,9.3,.396,.148,.333,3.3,7.0,23.5,3.8,0.4,23.5,19.3,-0.3,0.2,-0.1,-.030,-4.6,0.04
taylope01w,Penny Taylor,2013,32,PHO,34,-0.7,F,10,161,11.8%,25.8,.647,.358,.509,4.7,7.6,18.6,2.5,0.5,8.5,20.0,1.0,0.1,1.1,.283,+6.4,0.91
prahasa01w,Samantha Prahalis,2013,23,PHO,34,-0.7,G,8,101,7.4%,2.4,.348,.200,.080,1.3,4.6,24.6,1.5,0.7,27.9,16.1,-0.3,0.0,-0.2,-.099,-7.6,-0.13
perkiji01w,Jia Perkins,2013,31,SAS,34,-7.6,G,34,1037,76.0%,17.8,.486,.257,.164,2.7,6.0,13.3,4.1,0.8,9.2,23.4,1.4,0.9,2.4,.091,-0.2,2.49
johnssh02w,Shenise Johnson,2013,22,SAS,34,-7.6,G,33,901,66.0%,14.5,.461,.230,.184,4.8,8.3,17.0,2.5,0.5,13.2,22.9,0.3,0.4,0.7,.033,-2.3,1.24
adamsda01w,Danielle Adams,2013,24,SAS,34,-7.6,F-C,34,899,65.9%,19.0,.525,.323,.376,6.4,10.5,9.6,1.7,2.2,11.6,26.6,2.0,0.5,2.5,.109,+0.5,2.45
robinda01w,Danielle Robinson,2013,24,SAS,34,-7.6,G,25,812,59.5%,16.6,.489,.023,.247,2.5,5.6,38.7,2.2,0.4,18.2,19.7,1.3,0.2,1.5,.072,-0.9,1.67
appelja01w,Jayne Appel-Marinelli,2013,25,SAS,34,-7.6,C,29,768,56.3%,16.5,.596,.025,.405,10.6,19.7,12.7,1.8,3.8,23.6,11.0,1.4,1.1,2.5,.131,+0.6,2.15
chrissh01w,Shameka Christon,2013,31,SAS,34,-7.6,G,33,740,54.2%,8.0,.435,.584,.142,1.5,4.4,5.7,1.1,1.2,7.8,18.9,-0.1,-0.1,-0.2,-.011,-4.6,0.19
whyteda01w,Davellyn Whyte,2013,22,SAS,34,-7.6,G,29,433,31.7%,10.4,.444,.462,.285,4.5,7.4,20.7,2.4,1.3,22.3,19.8,-0.4,0.2,-0.2,-.018,-4.3,0.16
miltode01w,DeLisha Milton-Jones,2013,38,SAS,34,-7.6,F,15,409,30.0%,12.3,.453,.100,.200,7.4,10.4,13.8,1.8,1.4,14.1,19.7,0.1,0.2,0.2,.022,-2.9,0.43
alexaka01w,Kayla Alexander,2013,22,SAS,34,-7.6,C,33,371,27.2%,8.7,.473,.000,.357,12.6,15.6,4.6,0.6,3.0,26.5,16.2,-0.3,0.1,-0.1,-.016,-4.6,0.09
kraayca01w,Cathrine Kraayeveld,2013,31,SAS,34,-7.6,F,22,285,20.9%,6.3,.405,.727,.073,3.4,8.6,6.8,1.7,1.1,15.0,10.6,-0.2,0.1,-0.1,-.008,-4.8,0.04
poppech01w,Chelsea Poppens,2013,22,SAS,34,-7.6,F,8,63,4.6%,6.4,.418,.000,.444,15.5,15.8,2.6,0.8,0.0,15.7,9.2,0.0,0.0,0.0,.026,-3.9,0.04
hopkich01w,Chelsea Hopkins,2013,22,SAS,34,-7.6,G,4,58,4.3%,0.7,.160,.235,.235,3.7,8.1,26.2,2.7,0.0,21.0,18.6,-0.3,0.0,-0.3,-.218,-11.2,-0.18
wojtaju01w,Julie Wojta,2013,24,SAS,34,-7.6,G-F,3,25,1.8%,17.7,.904,.000,1.500,8.7,14.0,6.7,6.4,0.0,47.5,11.5,0.0,0.1,0.1,.108,+0.2,0.07
hammobe01w,Becky Hammon,2013,36,SAS,34,-7.6,G,1,12,0.9%,-8.1,.333,.333,.000,0.0,4.9,14.1,0.0,0.0,50.0,22.7,-0.1,0.0,-0.1,-.415,-17.9,-0.08
blackch01w,Chante Black,2013,27,SAS,34,-7.6,C,1,10,0.7%,1.8,.500,.000,.000,10.8,11.7,0.0,0.0,7.9,50.0,18.2,-0.1,0.0,-0.1,-.206,-10.7,-0.03
wrighta01w,Tanisha Wright,2013,29,SEA,34,-3.3,G,34,1050,76.9%,15.6,.528,.139,.352,3.6,7.8,26.8,2.0,0.6,20.4,22.0,1.7,0.8,2.5,.094,-0.1,2.56
littlca01w,Camille Little,2013,28,SEA,34,-3.3,F,34,1030,75.4%,14.3,.543,.166,.513,8.2,10.1,8.9,2.2,0.7,19.3,19.6,1.6,0.9,2.4,.095,-0.3,2.41
thompti01w,Tina Thompson,2013,38,SEA,34,-3.3,F,34,976,71.5%,19.6,.555,.431,.338,5.3,13.1,8.5,1.0,1.9,10.4,23.7,3.3,1.0,4.3,.175,+2.7,3.72
johnste01w,Temeka Johnson,2013,30,SEA,34,-3.3,G,32,877,64.2%,14.6,.535,.214,.331,1.9,6.0,29.0,1.8,0.3,21.8,21.3,1.3,0.5,1.8,.080,-0.6,1.90
quinnno01w,Noelle Quinn,2013,28,SEA,34,-3.3,G,34,870,63.7%,9.7,.431,.283,.192,3.1,12.3,11.7,1.8,0.8,16.4,14.2,-0.3,1.0,0.7,.033,-2.7,1.00
stricsh01w,Shekinna Stricklen,2013,22,SEA,34,-3.3,F-G,34,797,58.4%,14.9,.507,.492,.122,4.6,7.8,7.6,1.7,1.4,10.6,22.6,1.0,0.6,1.6,.079,-0.6,1.74
clarkal01w,Alysha Clark,2013,25,SEA,34,-3.3,F,33,505,37.0%,9.7,.560,.387,.236,8.2,10.5,4.4,1.5,0.8,23.0,14.4,0.3,0.3,0.6,.051,-2.3,0.70
hawkiti01w,Tianna Hawkins,2013,22,SEA,34,-3.3,F,33,321,23.5%,11.1,.579,.231,.143,6.9,10.5,3.9,1.5,1.0,18.5,17.7,0.4,0.3,0.6,.079,-1.3,0.60
robinas01w,Ashley Robinson,2013,30,SEA,34,-3.3,C,21,200,14.6%,1.3,.479,.000,.345,7.1,9.4,6.2,0.3,3.3,40.8,13.5,-0.5,0.1,-0.4,-.084,-7.2,-0.21
sanfona01w,Nakia Sanford,2013,37,SEA,34,-3.3,C-F,15,153,11.2%,2.4,.367,.000,.593,10.2,12.7,9.1,0.4,2.2,26.1,14.4,-0.3,0.1,-0.2,-.053,-6.2,-0.09
bravaci01w,Cierra Bravard,2013,23,SEA,34,-3.3,F,6,27,2.0%,-4.4,.500,.667,.000,14.4,12.0,0.0,2.0,3.1,50.0,10.7,-0.1,0.0,0.0,-.048,-7.3,-0.03
tinkljo01w,Joslyn Tinkle,2013,22,SEA,34,-3.3,F,6,11,0.8%,-6.7,.000,.667,.000,11.8,17.6,0.0,0.0,0.0,0.0,13.1,-0.1,0.0,-0.1,-.235,-12.5,-0.04
hasseja01w,Jasmine Hassell,2013,22,SEA,34,-3.3,F,4,9,0.7%,8.7,.500,.000,.000,0.0,0.0,21.4,0.0,0.0,0.0,10.7,0.0,0.0,0.0,.083,-1.6,0.02
wiggica01w,Candice Wiggins,2013,26,TUL,34,-2.9,G,32,876,63.0%,12.3,.510,.553,.271,3.5,6.3,13.3,2.3,0.6,15.7,19.4,1.1,0.4,1.4,.065,-1.5,1.49
johnsgl01w,Glory Johnson,2013,22,TUL,34,-2.9,F,29,875,62.9%,20.9,.521,.009,.510,12.3,17.6,7.8,1.8,1.1,12.6,24.6,2.5,0.8,3.4,.154,+2.3,3.10
diggisk01w,Skylar Diggins-Smith,2013,22,TUL,34,-2.9,G,32,845,60.8%,9.9,.438,.288,.332,2.0,4.3,26.4,2.6,0.8,22.9,21.5,-0.8,0.3,-0.5,-.023,-4.2,0.33
powelni01w,Nicole Powell,2013,31,TUL,34,-2.9,F,32,715,51.4%,12.8,.537,.583,.150,4.9,9.9,10.3,1.8,0.7,13.1,13.9,1.3,0.4,1.7,.094,-0.7,1.51
goodran01w,Angel Goodrich,2013,23,TUL,34,-2.9,G,31,680,48.9%,9.9,.464,.234,.161,2.3,5.0,23.4,2.9,0.2,26.2,13.2,-0.2,0.3,0.2,.010,-3.4,0.55
williri02w,Riquna Williams,2013,23,TUL,34,-2.9,G,27,612,44.0%,23.4,.530,.337,.314,2.6,6.2,18.6,2.3,0.9,9.1,32.3,2.5,0.3,2.8,.181,+3.4,2.50
hodgero01w,Roneeka Hodges,2013,30,TUL,34,-2.9,G,33,567,40.8%,10.8,.534,.760,.053,0.4,4.2,10.5,1.6,0.3,10.0,13.6,0.9,0.0,1.0,.068,-1.7,0.91
cambael01w,Liz Cambage,2013,21,TUL,34,-2.9,C,20,499,35.9%,29.8,.643,.000,.778,11.4,19.9,9.9,1.1,7.7,19.6,28.5,2.3,0.8,3.2,.253,+6.4,2.76
lacyje01w,Jennifer Lacy,2013,30,TUL,34,-2.9,F,32,450,32.4%,5.2,.424,.511,.158,3.0,5.7,8.4,0.8,1.1,13.4,17.2,-0.2,0.0,-0.3,-.025,-5.1,-0.01
jacksti02w,Tiffany Jackson-Jones,2013,28,TUL,34,-2.9,F,19,393,28.3%,9.7,.435,.000,.310,10.7,13.1,5.8,3.4,0.8,22.1,14.1,-0.2,0.4,0.2,.022,-3.1,0.37
parisco01w,Courtney Paris,2013,25,TUL,34,-2.9,C,23,276,19.9%,17.5,.473,.011,.101,16.8,20.5,7.8,1.3,4.6,11.4,17.2,0.5,0.3,0.9,.125,+0.9,0.80
pederka01w,Kayla Pedersen,2013,24,TUL,34,-2.9,F,9,162,11.7%,13.6,.431,.000,.158,9.1,12.9,15.5,2.3,3.9,16.4,13.5,0.1,0.2,0.3,.064,-1.3,0.29
lattaiv01w,Ivory Latta,2013,28,WAS,34,0.1,G,34,1072,78.0%,16.6,.531,.452,.228,1.3,4.7,26.2,1.4,0.1,12.6,21.0,3.2,0.7,3.9,.144,+1.5,3.45
langhcr01w,Crystal Langhorne,2013,26,WAS,34,0.1,F,34,973,70.8%,17.1,.545,.024,.323,9.8,14.5,9.1,1.7,0.8,17.4,20.7,1.5,1.4,2.9,.121,+1.0,2.89
currimo01w,Monique Currie,2013,30,WAS,34,0.1,F,34,881,64.1%,14.0,.506,.212,.374,4.4,11.0,10.7,2.3,0.7,15.0,20.9,1.1,1.4,2.4,.111,+0.2,2.27
ajavoma01w,Matee Ajavon,2013,27,WAS,34,0.1,G,34,772,56.1%,12.2,.483,.238,.456,3.7,4.4,23.0,2.2,0.3,19.3,22.4,0.5,0.6,1.1,.055,-1.6,1.32
vaughki01w,Kia Vaughn,2013,26,WAS,34,0.1,C,34,680,49.5%,12.9,.460,.004,.197,8.7,14.9,6.0,1.8,4.2,17.0,20.0,-0.3,1.3,1.1,.063,-1.2,1.27
hillta01w,Tayler Hill,2013,22,WAS,34,0.1,G,34,593,43.1%,12.7,.494,.547,.365,1.6,5.6,15.0,2.0,0.4,14.6,19.6,0.7,0.6,1.3,.086,-0.7,1.27
snowmi01w,Michelle Snow,2013,33,WAS,34,0.1,C,34,571,41.5%,13.8,.515,.000,.221,10.3,16.4,6.3,1.5,3.4,16.8,15.8,0.7,1.0,1.7,.120,+0.4,1.53
ruffiti01w,Tierra Ruffin-Pratt,2013,22,WAS,34,0.1,G,34,503,36.6%,11.7,.445,.049,.423,7.7,10.8,8.9,2.3,1.2,11.6,16.8,0.4,0.7,1.1,.090,-0.7,1.06
meessem01w,Emma Meesseman,2013,20,WAS,34,0.1,C,34,498,36.2%,14.7,.474,.014,.142,9.5,12.2,15.4,2.0,3.7,15.6,16.6,0.5,0.8,1.3,.106,+0.2,1.28
mckenna01w,Nadirah McKenith,2013,21,WAS,34,0.1,G,32,282,20.5%,13.3,.484,.282,.436,1.7,7.3,20.3,3.5,0.5,19.1,18.1,0.1,0.5,0.6,.086,-0.6,0.62
holliqu01w,Quanitra Hollingsworth,2013,24,WAS,34,0.1,C,7,42,3.1%,14.8,.558,.000,.444,5.6,13.7,8.5,2.5,3.7,8.5,12.4,0.1,0.1,0.2,.181,+2.2,0.15
mooreje01w,Jessica Moore,2013,30,WAS,34,0.1,F-C,2,8,0.6%,-13.4,.000,.000,.000,0.0,14.4,0.0,0.0,0.0,50.0,11.1,-0.1,0.0,-0.1,-.258,-14.2,-0.04
lyttlsa01w,Sancho Lyttle,2012,28,ATL,34,3.5,F,34,1074,77.5%,16.6,.465,.228,.137,5.1,14.2,14.7,3.9,1.7,14.7,24.3,-0.1,3.2,3.0,.113,+1.0,3.15
hardili01w,Lindsey Harding,2012,28,ATL,34,3.5,G,34,1040,75.1%,15.9,.501,.157,.298,1.8,5.4,25.6,2.2,0.5,14.4,20.4,1.8,1.6,3.4,.129,+1.3,3.20
pricear01w,Armintie Herrington,2012,27,ATL,34,3.5,G,34,904,65.3%,14.0,.544,.009,.557,8.2,8.1,15.5,2.2,0.9,18.3,15.5,1.5,1.3,2.9,.127,+0.9,2.61
hayesti01w,Tiffany Hayes,2012,22,ATL,34,3.5,G,34,787,56.8%,13.2,.519,.333,.506,3.6,7.8,15.2,1.8,1.2,15.3,18.4,1.3,1.3,2.5,.129,+0.8,2.24
mccouan01w,Angel McCoughtry,2012,25,ATL,34,3.5,F-G,24,718,51.8%,26.0,.548,.210,.417,8.2,9.7,20.1,4.2,3.0,16.9,34.1,1.8,1.8,3.6,.201,+4.9,3.47
henryan01w,Aneika Henry-Morello,2012,26,ATL,34,3.5,F-C,34,613,44.3%,12.2,.514,.000,.302,10.1,13.4,4.0,1.3,4.0,15.1,13.2,0.7,1.2,1.9,.124,+0.5,1.65
kraayca01w,Cathrine Kraayeveld,2012,30,ATL,34,3.5,F,33,507,36.6%,12.5,.544,.654,.113,3.9,10.7,9.0,1.4,2.6,15.7,14.2,0.5,0.9,1.4,.113,+0.3,1.31
desouer01w,Erika de Souza,2012,30,ATL,34,3.5,F-C,15,449,32.4%,18.5,.540,.000,.152,12.5,16.1,9.7,2.3,4.1,16.1,18.6,0.7,1.1,1.8,.163,+2.6,1.67
swanike01w,Ketia Swanier,2012,25,ATL,34,3.5,G,34,389,28.1%,7.0,.407,.366,.317,1.5,6.9,25.8,2.0,0.0,30.5,15.0,-0.7,0.6,-0.1,-.006,-3.8,0.24
leuchye01w,Yelena Leuchanka,2012,29,ATL,34,3.5,C,19,260,18.8%,5.4,.419,.016,.222,7.2,11.7,7.3,1.8,2.8,28.8,16.3,-0.7,0.5,-0.1,-.022,-4.5,0.07
koehnla01w,Laurie Koehn,2012,30,ATL,34,3.5,G,23,112,8.1%,8.8,.500,.951,.000,2.1,5.2,4.5,0.9,0.0,12.8,18.3,0.0,0.1,0.1,.047,-2.1,0.16
mooreje01w,Jessica Moore,2012,29,ATL,34,3.5,F-C,8,43,3.1%,8.1,.697,.000,.444,13.6,13.7,0.0,0.0,0.0,35.8,17.0,0.0,0.0,0.0,.040,-2.4,0.06
parisco01w,Courtney Paris,2012,24,ATL,34,3.5,C,4,29,2.1%,10.4,.387,.000,.667,12.1,16.2,0.0,3.5,5.6,11.4,13.1,0.0,0.1,0.1,.072,-1.2,0.05
cashsw01w,Swin Cash,2012,32,CHI,34,-0.3,F,34,1021,73.4%,11.7,.465,.332,.286,6.7,12.1,13.7,1.8,1.5,19.6,21.2,-0.1,1.5,1.4,.054,-1.8,1.63
vandeco01w,Courtney Vandersloot,2012,23,CHI,34,-0.3,G,34,906,65.2%,10.6,.476,.289,.196,0.8,4.9,31.0,2.6,0.7,26.0,21.2,-0.5,1.2,0.6,.029,-2.6,1.08
youngta01w,Tamera Young,2012,25,CHI,34,-0.3,F,33,804,57.8%,11.1,.449,.004,.241,6.9,9.5,10.7,2.2,0.6,13.2,19.5,0.2,1.1,1.3,.065,-1.6,1.35
princep01w,Epiphanny Prince,2012,24,CHI,34,-0.3,G,26,780,56.1%,24.7,.584,.408,.307,3.9,7.3,21.1,3.2,0.8,11.4,26.3,4.0,1.2,5.2,.268,+6.1,4.19
fowlesy01w,Sylvia Fowles,2012,26,CHI,34,-0.3,C,25,778,56.0%,27.5,.667,.000,.541,15.1,21.0,5.5,2.2,3.4,14.8,20.7,3.8,1.7,5.5,.285,+7.0,4.53
willile01w,Le'coe Willingham,2012,31,CHI,34,-0.3,F,33,610,43.9%,3.6,.413,.570,.180,7.0,9.9,8.2,1.3,0.6,29.2,14.4,-1.2,0.6,-0.6,-.038,-5.6,-0.15
murphsh01w,Shay Murphy,2012,27,CHI,34,-0.3,G,29,538,38.7%,18.3,.551,.493,.179,7.0,9.8,9.5,3.1,1.0,11.8,21.2,1.5,0.9,2.4,.178,+2.6,1.99
rileyru01w,Ruth Riley,2012,32,CHI,34,-0.3,C,33,476,34.2%,8.2,.435,.189,.147,4.5,10.4,11.3,2.6,3.7,21.1,12.1,-0.2,0.9,0.8,.064,-2.1,0.68
petroso01w,Sonja Petrovic,2012,23,CHI,34,-0.3,F,30,453,32.6%,9.4,.446,.404,.172,3.6,9.4,12.0,1.8,2.9,19.4,20.0,-0.4,0.7,0.3,.025,-2.9,0.47
swordca01w,Carolyn Swords,2012,22,CHI,34,-0.3,C,30,334,24.0%,17.6,.591,.000,.242,16.9,18.1,4.5,1.7,3.7,15.9,16.1,0.9,0.6,1.5,.181,+2.6,1.23
penicti01w,Ticha Penicheiro,2012,37,CHI,34,-0.3,G,19,242,17.4%,3.3,.425,.441,.324,1.0,6.2,25.2,1.7,1.1,49.5,14.3,-0.9,0.3,-0.6,-.095,-7.1,-0.24
cartesy01w,Sydney Carter,2012,21,CHI,34,-0.3,G,1,9,0.6%,3.8,.333,.333,.000,0.0,0.0,0.0,5.9,0.0,14.3,35.0,-0.1,0.0,0.0,-.211,-10.0,-0.02
charlti01w,Tina Charles,2012,23,CON,34,5.3,C,33,1096,79.4%,23.3,.538,.010,.232,12.9,18.3,10.3,0.8,3.4,11.8,25.1,3.5,1.9,5.5,.200,+4.4,5.04
